racpres,wtssall,year,Age,Marital_Status,Kids,Income,Education,Subj_class,Ideology,PolParty,RedBluePres,Religion,ChurchAttendance,ReligiousStrength,Gender,Race,Work_Status,Decade,Census_Region
1,1.0215,1989,"(35,50]",Married,0,Top 20%,Graduate,Middle Class,Moderate,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,West
0,0.5107,1989,"[18,35]",Never Married,3,Bottom 20%,L/T High School,Working Class,Conservative,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,West
1,0.5107,1989,"(50,65]",Divorce/Sep,3,Bottom 20%,L/T High School,Working Class,Liberal,Democrat,Republican President,Catholic,Weekly,Not Strong,Female,White,Employed,80’s,West
1,0.5107,1989,"(35,50]",Divorce/Sep,4+,Missing_Inc,High School,Middle Class,Liberal,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(35,50]",Married,3,Top 20%,High School,Middle Class,Liberal,Democrat,Republican President,Protestant,Weekly,Strong,Male,Non White,Employed,80’s,West
1,0.5107,1989,"[18,35]",Never Married,0,Quint2,High School,Middle Class,Liberal,Democrat,Republican President,Other,Sometimes,Strong,Female,White,Employed,80’s,West
1,1.0215,1989,"[18,35]",Married,3,Quint2,High School,Working Class,Moderate,Republican,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,West
1,2.0429,1989,"[18,35]",Never Married,0,Top 20%,High School,Working Class,Liberal,Republican,Republican President,Other,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"[18,35]",Married,2,Quint4,College,Middle Class,Liberal,Democrat,Republican President,Catholic,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.5322,1989,"(35,50]",Married,1,Top 20%,High School,Middle Class,Conservative,Republican,Republican President,Catholic,Weekly,Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"[18,35]",Married,2,Quint4,College,Working Class,Moderate,Democrat,Republican President,Catholic,Sometimes,Strong,Female,White,Employed,80’s,West
1,3.5751,1989,"[18,35]",Divorce/Sep,0,Missing_Inc,High School,Working Class,Moderate,Democrat,Republican President,Catholic,Rarely,Strong,Male,White,Employed,80’s,West
0,1.0215,1989,"(50,65]",Divorce/Sep,4+,Top 20%,High School,Working Class,Moderate,Democrat,Republican President,Catholic,Rarely,Not Strong,Male,White,Employed,80’s,West
1,0.5107,1989,"(50,65]",Divorce/Sep,2,Quint3,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(50,65]",Married,0,Quint4,Graduate,Middle Class,Moderate,Republican,Republican President,Other,Weekly,Strong,Female,White,Other,80’s,West
1,1.5322,1989,"[18,35]",Never Married,0,Quint4,College,Middle Class,Conservative,Republican,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(50,65]",Married,4+,Top 20%,High School,Working Class,Liberal,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(50,65]",Divorce/Sep,4+,Bottom 20%,High School,Working Class,Moderate,Democrat,Republican President,Catholic,Sometimes,Not Strong,Male,White,Other,80’s,West
1,0.5107,1989,65+,Widowed,3,Quint2,High School,Working Class,Liberal,Democrat,Republican President,Protestant,Sometimes,Not Strong,Female,White,Other,80’s,West
1,1.0215,1989,"(50,65]",Married,1,Bottom 20%,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(35,50]",Married,3,Quint4,High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,West
1,1.0215,1989,"[18,35]",Married,1,Quint3,High School,Middle Class,Moderate,Republican,Republican President,Other,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.5322,1989,"(35,50]",Married,2,Top 20%,High School,Middle Class,Moderate,Other,Republican President,Protestant,Rarely,Strong,Female,White,Employed,80’s,West
1,1.0215,1989,"(35,50]",Married,3,Top 20%,College,Middle Class,Liberal,Democrat,Republican President,Protestant,Sometimes,Not Strong,Female,White,Employed,80’s,West
1,1.0215,1989,"(35,50]",Married,2,Top 20%,College,Middle Class,Conservative,Democrat,Republican President,Protestant,Weekly,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(35,50]",Married,2,Top 20%,Graduate,Middle Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,80’s,West
1,1.5322,1989,"[18,35]",Never Married,0,Top 20%,High School,Middle Class,Liberal,Republican,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,West
1,1.0215,1989,"(50,65]",Married,2,Top 20%,High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,West
0,1.0215,1989,"(50,65]",Married,3,Bottom 20%,L/T High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Rarely,Somewhat Strong,Male,White,Other,80’s,West
1,1.0215,1989,"[18,35]",Married,2,Top 20%,College,Upper Class,Conservative,Republican,Republican President,Protestant,Sometimes,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(50,65]",Married,4+,Quint3,Graduate,Working Class,Liberal,Other,Republican President,Other,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"[18,35]",Never Married,0,Quint2,High School,Working Class,Liberal,Democrat,Republican President,Protestant,Rarely,Strong,Female,White,Employed,80’s,West
1,1.0215,1989,"(50,65]",Married,3,Quint3,High School,Working Class,Conservative,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,West
1,0.5107,1989,"(35,50]",Divorce/Sep,1,Quint4,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Sometimes,Somewhat Strong,Female,White,Employed,80’s,West
1,2.5536,1989,"[18,35]",Never Married,0,Top 20%,High School,Working Class,Conservative,Republican,Republican President,Protestant,Sometimes,Somewhat Strong,Male,White,Employed,80’s,West
1,1.5322,1989,"[18,35]",Married,2,Quint4,College,Working Class,Moderate,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,Non White,Employed,80’s,West
1,0.5107,1989,"(35,50]",Married,3,Top 20%,Graduate,Middle Class,Liberal,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Unemployed,80’s,West
1,1.0215,1989,"(35,50]",Married,2,Top 20%,High School,Missing_SC,Conservative,Democrat,Republican President,Catholic,Rarely,Missing_relig_strength,Male,White,Employed,80’s,West
0,1.0215,1989,"(35,50]",Married,2,Quint4,High School,Working Class,Moderate,Republican,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"[18,35]",Married,3,Quint4,L/T High School,Working Class,Moderate,Democrat,Republican President,Catholic,Rarely,Not Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"[18,35]",Never Married,0,Quint4,College,Working Class,Conservative,Democrat,Republican President,Catholic,Sometimes,Strong,Male,White,Employed,80’s,West
0,0.5107,1989,65+,Never Married,0,Quint2,College,Working Class,Moderate,Republican,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,West
0,0.5107,1989,65+,Divorce/Sep,1,Quint3,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,West
1,1.0215,1989,65+,Married,2,Quint2,College,Middle Class,Moderate,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Other,80’s,West
1,1.0215,1989,"(50,65]",Divorce/Sep,2,Quint2,High School,Working Class,Liberal,Other,Republican President,Protestant,Sometimes,Not Strong,Male,White,Employed,80’s,West
1,1.5322,1989,"[18,35]",Never Married,0,Bottom 20%,High School,Upper Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,Non White,Employed,80’s,West
1,1.0215,1989,"[18,35]",Married,1,Bottom 20%,L/T High School,Working Class,Liberal,Democrat,Republican President,Catholic,Sometimes,Not Strong,Female,Non White,Employed,80’s,West
1,1.0215,1989,65+,Married,4+,Bottom 20%,High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,Non White,Other,80’s,West
1,1.0215,1989,"(35,50]",Married,4+,Bottom 20%,College,Working Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,West
1,1.0215,1989,65+,Married,4+,Bottom 20%,High School,Middle Class,Moderate,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Other,80’s,West
1,2.0429,1989,"(35,50]",Married,4+,Quint4,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,West
1,2.0429,1989,"[18,35]",Married,4+,Quint2,High School,Working Class,Moderate,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,West
1,1.5322,1989,"(50,65]",Married,4+,Quint4,College,Middle Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,80’s,West
0,1.0215,1989,65+,Married,4+,Quint3,Graduate,Working Class,Moderate,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Other,80’s,West
0,1.0215,1989,65+,Married,3,Quint2,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Other,80’s,West
1,0.5107,1989,"(35,50]",Never Married,0,Quint4,College,Middle Class,Liberal,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,West
1,1.5322,1989,"(50,65]",Married,4+,Top 20%,College,Working Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,West
0,1.0215,1989,65+,Married,4+,Missing_Inc,High School,Middle Class,Liberal,Other,Republican President,Protestant,Sometimes,Not Strong,Female,White,Other,80’s,West
1,1.0215,1989,"[18,35]",Married,4+,Quint4,College,Working Class,Moderate,Democrat,Republican President,Protestant,Sometimes,Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(50,65]",Married,2,Quint2,High School,Working Class,Moderate,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Other,80’s,West
1,1.0215,1989,"[18,35]",Married,3,Quint3,College,Working Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,80’s,West
1,1.0215,1989,"(50,65]",Married,4+,Missing_Inc,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,West
1,1.0215,1989,"(35,50]",Married,2,Top 20%,College,Middle Class,Moderate,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,80’s,East
1,1.5322,1989,"(35,50]",Married,3,Top 20%,College,Working Class,Liberal,Democrat,Republican President,Protestant,Rarely,Strong,Female,White,Other,80’s,East
1,1.5322,1989,"(50,65]",Married,1,Quint4,High School,Working Class,Conservative,Other,Republican President,Catholic,Weekly,Strong,Female,White,Other,80’s,East
0,0.5107,1989,"(35,50]",Never Married,0,Quint3,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,80’s,East
1,1.0215,1989,"[18,35]",Married,4+,Bottom 20%,High School,Working Class,Moderate,Democrat,Republican President,Other,Rarely,Not Strong,Female,White,Other,80’s,East
1,1.0215,1989,"[18,35]",Married,1,Bottom 20%,High School,Working Class,Liberal,Other,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Other,80’s,East
1,1.5322,1989,"[18,35]",Never Married,0,Bottom 20%,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Other,80’s,East
1,1.0215,1989,"(35,50]",Married,2,Missing_Inc,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Sometimes,Missing_relig_strength,Female,White,Employed,80’s,East
1,1.0215,1989,65+,Married,3,Quint2,L/T High School,Middle Class,Liberal,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Other,80’s,East
0,0.5107,1989,"(35,50]",Divorce/Sep,4+,Quint2,High School,Working Class,Conservative,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Employed,80’s,East
1,1.0215,1989,65+,Married,2,Quint3,L/T High School,Middle Class,Moderate,Democrat,Republican President,Catholic,Rarely,Not Strong,Male,White,Other,80’s,East
0,1.0215,1989,"(50,65]",Married,3,Quint2,L/T High School,Working Class,Conservative,Republican,Republican President,Protestant,Weekly,Not Strong,Female,White,Other,80’s,East
1,1.0215,1989,"(35,50]",Married,2,Top 20%,Graduate,Middle Class,Moderate,Other,Republican President,Protestant,Rarely,Missing_relig_strength,Male,White,Employed,80’s,East
1,1.0215,1989,"(35,50]",Married,4+,Missing_Inc,Graduate,Middle Class,Liberal,Other,Republican President,Protestant,Sometimes,Strong,Male,White,Employed,80’s,East
1,1.0215,1989,"[18,35]",Married,1,Top 20%,L/T High School,Working Class,Conservative,Republican,Republican President,Other,Rarely,Not Strong,Female,White,Employed,80’s,East
1,1.5322,1989,"(35,50]",Married,2,Top 20%,High School,Working Class,Conservative,Democrat,Republican President,Protestant,Weekly,Somewhat Strong,Female,White,Employed,80’s,East
1,1.0215,1989,"[18,35]",Married,2,Quint2,High School,Working Class,Moderate,Other,Republican President,Other,Rarely,Not Strong,Male,White,Employed,80’s,East
1,1.5322,1989,"[18,35]",Divorce/Sep,4+,Bottom 20%,College,Working Class,Liberal,Other,Republican President,Other,Sometimes,Not Strong,Female,White,Employed,80’s,East
1,0.5107,1989,65+,Widowed,3,Missing_Inc,High School,Middle Class,Moderate,Republican,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,East
1,0.5107,1989,"[18,35]",Divorce/Sep,1,Bottom 20%,L/T High School,Working Class,Moderate,Republican,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,East
1,1.0215,1989,"[18,35]",Married,2,Quint4,High School,Working Class,Conservative,Republican,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,East
1,1.0215,1989,"(35,50]",Married,2,Quint4,Graduate,Middle Class,Conservative,Republican,Republican President,Catholic,Sometimes,Strong,Male,White,Employed,80’s,East
1,1.0215,1989,65+,Married,4+,Bottom 20%,High School,Working Class,Conservative,Republican,Republican President,Catholic,Weekly,Strong,Female,White,Other,80’s,East
0,0.5107,1989,65+,Widowed,4+,Bottom 20%,L/T High School,Middle Class,Moderate,Republican,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,East
1,1.5322,1989,"(35,50]",Married,3,Quint4,L/T High School,Working Class,Liberal,Democrat,Republican President,Catholic,Rarely,Not Strong,Male,White,Employed,80’s,East
1,2.0429,1989,"[18,35]",Never Married,0,Quint4,L/T High School,Middle Class,Moderate,Democrat,Republican President,Catholic,Weekly,Strong,Female,White,Other,80’s,East
1,1.0215,1989,65+,Never Married,0,Top 20%,L/T High School,Middle Class,Moderate,Republican,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,East
1,1.0215,1989,"(35,50]",Married,3,Quint3,High School,Working Class,Liberal,Democrat,Republican President,Protestant,Sometimes,Not Strong,Male,White,Employed,80’s,East
1,1.0215,1989,"[18,35]",Divorce/Sep,3,Quint3,High School,Working Class,Liberal,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Other,80’s,East
1,2.0429,1989,"(35,50]",Married,2,Quint4,High School,Working Class,Moderate,Democrat,Republican President,Catholic,Weekly,Not Strong,Male,White,Employed,80’s,East
1,0.5107,1989,"(35,50]",Divorce/Sep,1,Bottom 20%,College,Working Class,Moderate,Republican,Republican President,Catholic,Rarely,Strong,Female,White,Other,80’s,East
1,1.0215,1989,"(35,50]",Divorce/Sep,4+,Quint2,High School,Working Class,Conservative,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,East
1,0.5107,1989,"(50,65]",Divorce/Sep,4+,Quint2,High School,Middle Class,Moderate,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Employed,80’s,MidWest
0,0.5107,1989,65+,Widowed,0,Quint3,High School,Missing_SC,Liberal,Republican,Republican President,Protestant,Rarely,Missing_relig_strength,Female,White,Other,80’s,MidWest
1,1.0215,1989,65+,Married,2,Quint3,High School,Middle Class,Moderate,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,0.5107,1989,"[18,35]",Never Married,0,Bottom 20%,,Middle Class,Liberal,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Male,White,Employed,80’s,MidWest
1,1.5322,1989,"[18,35]",Never Married,0,Top 20%,High School,Working Class,Moderate,Republican,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,MidWest
1,1.0215,1989,"(35,50]",Married,2,Quint4,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Sometimes,Somewhat Strong,Female,White,Employed,80’s,MidWest
1,2.0429,1989,"(50,65]",Married,4+,Quint2,L/T High School,Working Class,Liberal,Democrat,Republican President,Catholic,Weekly,Strong,Male,White,Other,80’s,MidWest
0,1.5322,1989,"[18,35]",Married,2,Missing_Inc,L/T High School,Missing_SC,Moderate,Other,Republican President,Catholic,Sometimes,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,2,Quint4,College,Middle Class,Moderate,Republican,Republican President,Protestant,Weekly,Missing_relig_strength,Female,White,Employed,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,4+,Quint4,L/T High School,Working Class,Missing_Ideo,Other,Republican President,Other,Rarely,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,65+,Married,2,Bottom 20%,High School,Working Class,Moderate,Republican,Republican President,Catholic,Sometimes,Strong,Female,White,Other,80’s,MidWest
1,1.5322,1989,"[18,35]",Never Married,0,Missing_Inc,High School,Working Class,Moderate,Republican,Republican President,Protestant,Sometimes,Not Strong,Male,White,Employed,80’s,MidWest
1,1.0215,1989,"(35,50]",Married,2,Quint3,High School,Working Class,Moderate,Republican,Republican President,Protestant,Sometimes,Strong,Female,White,Employed,80’s,MidWest
0,1.5322,1989,"[18,35]",Married,2,Quint2,L/T High School,Working Class,Moderate,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,White,Unemployed,80’s,MidWest
1,0.5107,1989,65+,Widowed,4+,Bottom 20%,L/T High School,Middle Class,Conservative,Democrat,Republican President,Protestant,Sometimes,Not Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,3,Quint4,High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,MidWest
0,1.5322,1989,65+,Widowed,4+,Missing_Inc,L/T High School,Middle Class,Moderate,Republican,Republican President,Other,Sometimes,Not Strong,Male,White,Other,80’s,MidWest
0,1.0215,1989,"[18,35]",Married,2,Quint3,L/T High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,"(50,65]",Married,1,Missing_Inc,High School,Middle Class,Moderate,Republican,Republican President,Catholic,Weekly,Strong,Female,White,Other,80’s,MidWest
0,1.0215,1989,"(35,50]",Married,4+,Quint4,L/T High School,Working Class,Moderate,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Unemployed,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,4+,Quint4,L/T High School,Middle Class,Conservative,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,3,Quint2,L/T High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Sometimes,Not Strong,Female,White,Other,80’s,MidWest
1,0.5107,1989,"[18,35]",Married,2,Bottom 20%,High School,Middle Class,Moderate,Democrat,Republican President,Catholic,Rarely,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,2,Quint3,High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Weekly,Not Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Never Married,0,Quint2,College,Working Class,Conservative,Democrat,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,65+,Married,3,Quint2,L/T High School,Working Class,Moderate,Republican,Republican President,Protestant,Weekly,Not Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,2,Quint2,L/T High School,Working Class,Moderate,Democrat,Republican President,Other,Rarely,Not Strong,Male,White,Employed,80’s,MidWest
1,0.5107,1989,65+,Widowed,0,Missing_Inc,High School,Working Class,Missing_Ideo,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"(35,50]",Married,4+,Missing_Inc,College,Middle Class,Conservative,Republican,Republican President,Catholic,Weekly,Strong,Female,White,Other,80’s,MidWest
1,2.0429,1989,"[18,35]",Never Married,0,Quint4,High School,Working Class,Moderate,Republican,Republican President,Catholic,Rarely,Not Strong,Male,White,Employed,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,2,Quint3,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Sometimes,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,65+,Married,4+,Quint4,High School,Middle Class,Conservative,Democrat,Republican President,Catholic,Sometimes,Not Strong,Male,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,2,Quint3,High School,Middle Class,Liberal,Republican,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,"[18,35]",Divorce/Sep,2,Quint2,High School,Middle Class,Moderate,Democrat,Republican President,Catholic,Sometimes,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,2,Quint3,High School,Working Class,Liberal,Republican,Republican President,Catholic,Sometimes,Not Strong,Female,White,Unemployed,80’s,MidWest
1,0.5107,1989,"(50,65]",Widowed,4+,Quint2,High School,Working Class,Moderate,Democrat,Republican President,Catholic,Weekly,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,"[18,35]",Never Married,0,Quint2,High School,Working Class,Conservative,Democrat,Republican President,Catholic,Sometimes,Not Strong,Male,White,Employed,80’s,MidWest
1,0.5107,1989,"[18,35]",Never Married,0,Quint2,College,Middle Class,Moderate,Democrat,Republican President,Protestant,Sometimes,Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,65+,Married,4+,Quint2,High School,Working Class,Liberal,Other,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,2,Quint2,High School,Working Class,Moderate,Republican,Republican President,Protestant,Sometimes,Not Strong,Female,White,Employed,80’s,MidWest
1,1.0215,1989,"(50,65]",Married,2,Quint3,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Male,White,Employed,80’s,MidWest
0,1.0215,1989,65+,Married,0,Bottom 20%,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,65+,Married,3,Quint2,L/T High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,White,Other,80’s,MidWest
1,1.0215,1989,"(35,50]",Married,1,Missing_Inc,High School,Middle Class,Liberal,Other,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,MidWest
0,0.5107,1989,65+,Widowed,3,Missing_Inc,High School,Working Class,Conservative,Republican,Republican President,Protestant,Weekly,Somewhat Strong,Female,White,Other,80’s,MidWest
0,1.0215,1989,"(50,65]",Married,1,Quint4,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"(35,50]",Married,1,Top 20%,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,80’s,MidWest
1,1.5322,1989,"[18,35]",Never Married,0,Missing_Inc,L/T High School,Working Class,Moderate,Republican,Republican President,Protestant,Weekly,Strong,Male,White,Employed,80’s,MidWest
1,1.0215,1989,"(35,50]",Married,2,Top 20%,High School,Middle Class,Liberal,Democrat,Republican President,Protestant,Sometimes,Somewhat Strong,Female,White,Other,80’s,MidWest
1,0.5107,1989,65+,Widowed,4+,Quint2,L/T High School,Working Class,Conservative,Republican,Republican President,Protestant,Sometimes,Somewhat Strong,Female,White,Other,80’s,MidWest
1,0.5107,1989,"[18,35]",Never Married,0,Quint2,College,Middle Class,Conservative,Democrat,Republican President,Catholic,Sometimes,Strong,Female,White,Employed,80’s,MidWest
1,0.5107,1989,"[18,35]",Never Married,0,Quint2,College,Working Class,Moderate,Republican,Republican President,Catholic,Weekly,Strong,Male,White,Employed,80’s,MidWest
1,1.5322,1989,"[18,35]",Never Married,0,Quint4,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Sometimes,Not Strong,Male,White,Other,80’s,MidWest
1,0.5107,1989,"(50,65]",Divorce/Sep,0,Quint3,College,Middle Class,Conservative,Republican,Republican President,Protestant,Rarely,Not Strong,Female,White,Employed,80’s,MidWest
1,0.5107,1989,"(35,50]",Divorce/Sep,2,Quint3,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Rarely,Not Strong,Male,White,Unemployed,80’s,MidWest
1,1.5322,1989,"(35,50]",Married,3,Quint3,College,Middle Class,Liberal,Democrat,Republican President,Catholic,Weekly,Strong,Male,White,Employed,80’s,MidWest
1,1.0215,1989,"(50,65]",Married,4+,Quint4,High School,Middle Class,Moderate,Republican,Republican President,Catholic,Weekly,Strong,Male,White,Employed,80’s,MidWest
1,1.0215,1989,"(35,50]",Married,3,Quint4,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"(35,50]",Married,2,Top 20%,High School,Middle Class,Liberal,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,MidWest
1,0.5107,1989,"(50,65]",Divorce/Sep,4+,Quint3,High School,Middle Class,Liberal,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,MidWest
0,1.0215,1989,"(35,50]",Married,3,Quint4,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Sometimes,Strong,Female,White,Other,80’s,MidWest
0,0.5107,1989,,Widowed,0,Missing_Inc,College,Middle Class,Conservative,Republican,Republican President,Protestant,Sometimes,Not Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,3,Quint4,College,Middle Class,Moderate,Democrat,Republican President,Catholic,Weekly,Strong,Male,White,Employed,80’s,MidWest
1,0.5107,1989,"[18,35]",Divorce/Sep,2,Quint2,College,Middle Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Employed,80’s,MidWest
0,1.0215,1989,"(50,65]",Married,3,Quint2,High School,Missing_SC,Conservative,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,0.5107,1989,"(50,65]",Widowed,4+,Quint2,High School,Middle Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,0.5107,1989,65+,Widowed,3,Bottom 20%,High School,Working Class,Moderate,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"(50,65]",Married,4+,Quint2,High School,Working Class,Conservative,Other,Republican President,Other,Rarely,Not Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,65+,Married,2,Quint2,High School,Working Class,Liberal,Democrat,Republican President,Protestant,Weekly,Strong,Female,White,Other,80’s,MidWest
1,1.0215,1989,"[18,35]",Married,4+,Quint3,L/T High School,Working Class,Conservative,Other,Republican President,Protestant,Rarely,Not Strong,Male,White,Employed,80’s,MidWest
1,0.5107,1989,"[18,35]",Never Married,0,Bottom 20%,High School,Middle Class,Conservative,Republican,Republican President,Protestant,Rarely,Somewhat Strong,Male,White,Unemployed,80’s,MidWest
